id,kb_id,kb_category,kb_title,section_title,supplier_name,material_name,variant_label,unit,price_min,price_max,price_value,currency,raw_price_text,source,priority,extracted_at
53,5,interior_design,ราคาวัสดุก่อสร้าง 2026 — ไม้และหิน,ราคาวัสดุก่อสร้าง 2026 — ไม้และหิน,,หินแกรนิตจริง (ตร.ม.),,,1800,5000,,THB,"1,800-5,000 บาท",market_research_2026,8,2026-04-09 10:27:20
150,174,estimator,งานประตู-หน้าต่าง — อลูมิเนียม/uPVC/ไม้+กระจก+มุ้ง+ค่าแรง,งานประตู-หน้าต่าง — อลูมิเนียม/uPVC/ไม้+กระจก+มุ้ง+ค่าแรง,,อลูมิเนียม (หนา 1.2 มม. สีดำ/ชา),,ตร.ม.,1500,2200,,THB,"1,500 - 2,200 บาท/ตร.ม.",autonomy,8,2026-04-09 10:27:20
64,6,interior_design,ราคาวัสดุก่อสร้าง 2026 — กระจก อิฐ ฉนวน ท่อ PVC,ราคาวัสดุก่อสร้าง 2026 — กระจก อิฐ ฉนวน ท่อ PVC,,อิฐบล็อก (มาตรฐาน),,ก้อน,12,18,,THB,12-18 บาท/ก้อน,market_research_2026,8,2026-04-09 10:27:20
62,6,interior_design,ราคาวัสดุก่อสร้าง 2026 — กระจก อิฐ ฉนวน ท่อ PVC,ราคาวัสดุก่อสร้าง 2026 — กระจก อิฐ ฉนวน ท่อ PVC,,อิฐมวลเบา 10 ซม. (ก้อน),,,22,30,,THB,22-30 บาท,market_research_2026,8,2026-04-09 10:27:20
61,6,interior_design,ราคาวัสดุก่อสร้าง 2026 — กระจก อิฐ ฉนวน ท่อ PVC,ราคาวัสดุก่อสร้าง 2026 — กระจก อิฐ ฉนวน ท่อ PVC,,อิฐมวลเบา SCG 7.5 ซม. (ก้อน),,,18,25,,THB,18-25 บาท,market_research_2026,8,2026-04-09 10:27:20
204,254,researcher,หา Database แบรนด์วัสดุ — SCG COTTO TOA Jotun,หา Database แบรนด์วัสดุ — SCG COTTO TOA Jotun,,อิฐมวลเบา หนา 7.5 ซม.,,ตร.ม. (เฉพาะค่าวัสดุ),128,145,,THB,128 - 145 บาท/ตร.ม. (เฉพาะค่าวัสดุ),autonomy,8,2026-04-09 10:27:20
63,6,interior_design,ราคาวัสดุก่อสร้าง 2026 — กระจก อิฐ ฉนวน ท่อ PVC,ราคาวัสดุก่อสร้าง 2026 — กระจก อิฐ ฉนวน ท่อ PVC,,อิฐแดงมอญ,,ก้อน,4,7,,THB,4-7 บาท/ก้อน,market_research_2026,8,2026-04-09 10:27:20
110,118,construction_material,ราคาสุขภัณฑ์ห้องน้ำ 2026 — แยกเกรด/ยี่ห้อ,ราคาสุขภัณฑ์ห้องน้ำ 2026 — แยกเกรด/ยี่ห้อ,,อ่างวางเคาน์เตอร์,,,1500,5000,,THB,"1,500-5,000 บาท",expert_manual,10,2026-04-09 10:27:20
109,118,construction_material,ราคาสุขภัณฑ์ห้องน้ำ 2026 — แยกเกรด/ยี่ห้อ,ราคาสุขภัณฑ์ห้องน้ำ 2026 — แยกเกรด/ยี่ห้อ,,อ่างแขวนผนัง,,,800,2500,,THB,"800-2,500 บาท",expert_manual,10,2026-04-09 10:27:20
154,182,estimator,งานบันได คสล./เหล็ก — สำหรับบ้าน 2 ชั้น,งานบันได คสล./เหล็ก — สำหรับบ้าน 2 ชั้น,,อ้างอิง,,ลบ.ม.) + เหล็กข้ออ้อย DB12 (95-110 บาท/ม.) + เหล็กปลอก RB9 + ไม้แบบและค้ำยัน,1800,2200,,THB,"* ปูนผสมเสร็จ (1,800-2,200 บาท/ลบ.ม.) + เหล็กข้ออ้อย DB12 (95-110 บาท/ม.) + เหล็กปลอก RB9 + ไม้แบบและค้ำยัน",autonomy,8,2026-04-09 10:27:20
137,159,estimator,ราคากระเบื้องปูพื้น-ผนัง 2026,เหมาะสำหรับปูพื้นห้องทั่วไป รับน้ำหนักได้ดี,,เกรด A,เกรด A,ตร.ม. (รุ่นลวดลายหินอ่อนอาจสูงถึง 900 บาท),350,600,,THB,350 - 600 บาท/ตร.ม. (รุ่นลวดลายหินอ่อนอาจสูงถึง 900 บาท),autonomy,9,2026-04-09 10:27:20
139,159,estimator,ราคากระเบื้องปูพื้น-ผนัง 2026,เหมาะสำหรับปูพื้นห้องทั่วไป รับน้ำหนักได้ดี,,เกรด A,เกรด A,ตร.ม.,180,350,,THB,180 - 350 บาท/ตร.ม.,autonomy,9,2026-04-09 10:27:20
141,159,estimator,ราคากระเบื้องปูพื้น-ผนัง 2026,นิยมใช้ปูผนังห้องน้ำ ห้องครัว หรือพื้นระเบียง,,เกรด A,เกรด A,ตร.ม.,250,420,,THB,250 - 420 บาท/ตร.ม.,autonomy,9,2026-04-09 10:27:20
143,159,estimator,ราคากระเบื้องปูพื้น-ผนัง 2026,นิยมใช้ปูผนังห้องน้ำ ห้องครัว หรือพื้นระเบียง,,เกรด A,เกรด A,ตร.ม.,150,250,,THB,150 - 250 บาท/ตร.ม.,autonomy,9,2026-04-09 10:27:20
138,159,estimator,ราคากระเบื้องปูพื้น-ผนัง 2026,เหมาะสำหรับปูพื้นห้องทั่วไป รับน้ำหนักได้ดี,,เกรด B,เกรด B,ตร.ม.,250,350,,THB,250 - 350 บาท/ตร.ม.,autonomy,9,2026-04-09 10:27:20
140,159,estimator,ราคากระเบื้องปูพื้น-ผนัง 2026,เหมาะสำหรับปูพื้นห้องทั่วไป รับน้ำหนักได้ดี,,เกรด B,เกรด B,ตร.ม.,120,180,,THB,120 - 180 บาท/ตร.ม.,autonomy,9,2026-04-09 10:27:20
142,159,estimator,ราคากระเบื้องปูพื้น-ผนัง 2026,นิยมใช้ปูผนังห้องน้ำ ห้องครัว หรือพื้นระเบียง,,เกรด B,เกรด B,ตร.ม.,180,250,,THB,180 - 250 บาท/ตร.ม.,autonomy,9,2026-04-09 10:27:20
144,159,estimator,ราคากระเบื้องปูพื้น-ผนัง 2026,นิยมใช้ปูผนังห้องน้ำ ห้องครัว หรือพื้นระเบียง,,เกรด B,เกรด B,ตร.ม.,100,150,,THB,100 - 150 บาท/ตร.ม.,autonomy,9,2026-04-09 10:27:20
199,235,researcher,หาราคาเพิ่ม — สี TOA Jotun Beger Nippon 2026,หาราคาเพิ่ม — สี TOA Jotun Beger Nippon 2026,,เกรด Premium,เกรด Premium,ตร.ม.,140,170,,THB,140 - 170 บาท/ตร.ม.,autonomy,8,2026-04-09 10:27:20
201,235,researcher,หาราคาเพิ่ม — สี TOA Jotun Beger Nippon 2026,หาราคาเพิ่ม — สี TOA Jotun Beger Nippon 2026,,เกรด Premium,เกรด Premium,ตร.ม.,160,220,,THB,160 - 220 บาท/ตร.ม.,autonomy,8,2026-04-09 10:27:20
197,235,researcher,หาราคาเพิ่ม — สี TOA Jotun Beger Nippon 2026,หาราคาเพิ่ม — สี TOA Jotun Beger Nippon 2026,,"เกรด Premium (เช่น TOA SuperShield, Jotun Ultra Primer)","เกรด Premium (เช่น TOA SuperShield, Jotun Ultra Primer)",ถัง,1800,2500,,THB,"1,800 - 2,500 บาท/ถัง",autonomy,8,2026-04-09 10:27:20
198,235,researcher,หาราคาเพิ่ม — สี TOA Jotun Beger Nippon 2026,หาราคาเพิ่ม — สี TOA Jotun Beger Nippon 2026,,เกรด Standard,เกรด Standard,ตร.ม.,110,130,,THB,110 - 130 บาท/ตร.ม.,autonomy,8,2026-04-09 10:27:20
200,235,researcher,หาราคาเพิ่ม — สี TOA Jotun Beger Nippon 2026,หาราคาเพิ่ม — สี TOA Jotun Beger Nippon 2026,,เกรด Standard,เกรด Standard,ตร.ม.,120,140,,THB,120 - 140 บาท/ตร.ม.,autonomy,8,2026-04-09 10:27:20
196,235,researcher,หาราคาเพิ่ม — สี TOA Jotun Beger Nippon 2026,หาราคาเพิ่ม — สี TOA Jotun Beger Nippon 2026,,"เกรด Standard (เช่น TOA 4 Seasons, Beger Cool)","เกรด Standard (เช่น TOA 4 Seasons, Beger Cool)",ถัง,1100,1500,,THB,"1,100 - 1,500 บาท/ถัง",autonomy,8,2026-04-09 10:27:20
173,199,researcher,Lighting Design — ประเภทไฟ+ค่าแรง,Lighting Design — ประเภทไฟ+ค่าแรง,,เกรดพรีเมียม (COB ไร้เม็ดไฟ แสงเนียน),เกรดพรีเมียม (COB ไร้เม็ดไฟ แสงเนียน),ม้วน (5 เมตร),500,1200,,THB,"* 500 - 1,200 บาท/ม้วน (5 เมตร)",autonomy,9,2026-04-09 10:27:20
172,199,researcher,Lighting Design — ประเภทไฟ+ค่าแรง,Lighting Design — ประเภทไฟ+ค่าแรง,,เกรดมาตรฐาน (SMD),เกรดมาตรฐาน (SMD),ม้วน (ความยาว 5 เมตร),150,350,,THB,* 150 - 350 บาท/ม้วน (ความยาว 5 เมตร),autonomy,9,2026-04-09 10:27:20
152,177,estimator,งานครัว — เคาน์เตอร์+ซิงค์+ท่อแก๊ส+ดูดควัน+ค่าแรง,งานครัว — เคาน์เตอร์+ซิงค์+ท่อแก๊ส+ดูดควัน+ค่าแรง,,"เกรดสูง, อุปกรณ์ท็อป)","เกรดสูง, อุปกรณ์ท็อป)",ขึ้นไป,,,100000,THB,"** 100,000 บาทขึ้นไป",autonomy,6,2026-04-09 10:27:20
111,118,construction_material,ราคาสุขภัณฑ์ห้องน้ำ 2026 — แยกเกรด/ยี่ห้อ,ราคาสุขภัณฑ์ห้องน้ำ 2026 — แยกเกรด/ยี่ห้อ,,เคาน์เตอร์พร้อมตู้,,,3500,15000,,THB,"3,500-15,000 บาท",expert_manual,10,2026-04-09 10:27:20
123,119,construction_material,ราคาค่าแรงช่างก่อสร้าง 2026 — ทุกประเภท,ราคาค่าแรงช่างก่อสร้าง 2026 — ทุกประเภท,,เดินท่อน้ำดี PVC,,จุด,150,250,,THB,150-250 บาท/จุด,expert_manual,10,2026-04-09 10:27:20
124,119,construction_material,ราคาค่าแรงช่างก่อสร้าง 2026 — ทุกประเภท,ราคาค่าแรงช่างก่อสร้าง 2026 — ทุกประเภท,,เดินท่อน้ำทิ้ง,,จุด,200,350,,THB,200-350 บาท/จุด,expert_manual,10,2026-04-09 10:27:20
125,119,construction_material,ราคาค่าแรงช่างก่อสร้าง 2026 — ทุกประเภท,ราคาค่าแรงช่างก่อสร้าง 2026 — ทุกประเภท,,เดินสายไฟ,,จุด,150,300,,THB,150-300 บาท/จุด,expert_manual,10,2026-04-09 10:27:20
31,3,interior_design,ราคาวัสดุก่อสร้าง 2026 — กระเบื้อง,ราคาวัสดุก่อสร้าง 2026 — กระเบื้อง,,เมทัลชีท (Metal Sheet),,ตร.ม.,180,350,,THB,180-350 บาท/ตร.ม.,market_research_2026,9,2026-04-09 10:27:20
51,5,interior_design,ราคาวัสดุก่อสร้าง 2026 — ไม้และหิน,ราคาวัสดุก่อสร้าง 2026 — ไม้และหิน,,เมลามีน (ผิวลามิเนต),,แผ่น,150,300,,THB,เพิ่มอีก 150-300 บาท/แผ่น,market_research_2026,8,2026-04-09 10:27:20
102,117,construction_material,สูตรคำนวณวัสดุโครงสร้าง — ปูนซีเมนต์ เหล็ก คอนกรีต ต่อ ตร.ม.,สูตรคำนวณวัสดุโครงสร้าง — ปูนซีเมนต์ เหล็ก คอนกรีต ต่อ ตร.ม.,,เสาเข็มตอก,,ต้น,2500,5000,,THB,"ดินอ่อนมาก → 2,500-5,000 บาท/ต้น",expert_manual,10,2026-04-09 10:27:20
101,117,construction_material,สูตรคำนวณวัสดุโครงสร้าง — ปูนซีเมนต์ เหล็ก คอนกรีต ต่อ ตร.ม.,สูตรคำนวณวัสดุโครงสร้าง — ปูนซีเมนต์ เหล็ก คอนกรีต ต่อ ตร.ม.,,เสาเข็มสั้น,,ต้น (ยาว 6 ม.),1200,2500,,THB,"ดินอ่อน → 1,200-2,500 บาท/ต้น (ยาว 6 ม.)",expert_manual,10,2026-04-09 10:27:20
18,2,interior_design,ราคาวัสดุก่อสร้าง 2026 — เหล็ก,ราคาวัสดุก่อสร้าง 2026 — เหล็ก,,เหล็ก C-Channel 75x45,,เมตร,380,420,,THB,380-420 บาท/เมตร,market_research_2026,9,2026-04-09 10:27:20
19,2,interior_design,ราคาวัสดุก่อสร้าง 2026 — เหล็ก,ราคาวัสดุก่อสร้าง 2026 — เหล็ก,,เหล็กกล่อง 50x50x2 มม.,,เมตร,280,320,,THB,280-320 บาท/เมตร,market_research_2026,9,2026-04-09 10:27:20
13,2,interior_design,ราคาวัสดุก่อสร้าง 2026 — เหล็ก,ราคาวัสดุก่อสร้าง 2026 — เหล็ก,,เหล็กข้ออ้อย (Deformed Bar) DB10,,เมตร,65,75,,THB,65-75 บาท/เมตร,market_research_2026,9,2026-04-09 10:27:20
14,2,interior_design,ราคาวัสดุก่อสร้าง 2026 — เหล็ก,ราคาวัสดุก่อสร้าง 2026 — เหล็ก,,เหล็กข้ออ้อย DB12,,เมตร,95,110,,THB,95-110 บาท/เมตร,market_research_2026,9,2026-04-09 10:27:20
183,211,analyst,Cash Flow Management ผู้รับเหมา,ผสานระบบจัดซื้อ (PO) ให้ตรงกับงวดงาน ห้ามซื้อวัสดุล่วงหน้าเกินความจำเป็นเพื่อลดเงินจม,การคุมรายจ่ายและ PO Flow (Expense Management),เหล็กข้ออ้อย DB12,,เมตร,95,110,,THB,95-110 บาท/เมตร,autonomy,9,2026-04-09 10:27:20
15,2,interior_design,ราคาวัสดุก่อสร้าง 2026 — เหล็ก,ราคาวัสดุก่อสร้าง 2026 — เหล็ก,,เหล็กข้ออ้อย DB16,,เมตร,165,185,,THB,165-185 บาท/เมตร,market_research_2026,9,2026-04-09 10:27:20
16,2,interior_design,ราคาวัสดุก่อสร้าง 2026 — เหล็ก,ราคาวัสดุก่อสร้าง 2026 — เหล็ก,,เหล็กข้ออ้อย DB20,,เมตร,255,285,,THB,255-285 บาท/เมตร,market_research_2026,9,2026-04-09 10:27:20
96,117,construction_material,สูตรคำนวณวัสดุโครงสร้าง — ปูนซีเมนต์ เหล็ก คอนกรีต ต่อ ตร.ม.,สูตรคำนวณวัสดุโครงสร้าง — ปูนซีเมนต์ เหล็ก คอนกรีต ต่อ ตร.ม.,,เหล็กข้ออ้อย SD40 DB12,,เส้น (10 มม. ยาว 10 ม.),220,260,,THB,220-260 บาท/เส้น (10 มม. ยาว 10 ม.),expert_manual,10,2026-04-09 10:27:20
97,117,construction_material,สูตรคำนวณวัสดุโครงสร้าง — ปูนซีเมนต์ เหล็ก คอนกรีต ต่อ ตร.ม.,สูตรคำนวณวัสดุโครงสร้าง — ปูนซีเมนต์ เหล็ก คอนกรีต ต่อ ตร.ม.,,เหล็กข้ออ้อย SD40 DB16,,เส้น,350,420,,THB,350-420 บาท/เส้น,expert_manual,10,2026-04-09 10:27:20
98,117,construction_material,สูตรคำนวณวัสดุโครงสร้าง — ปูนซีเมนต์ เหล็ก คอนกรีต ต่อ ตร.ม.,สูตรคำนวณวัสดุโครงสร้าง — ปูนซีเมนต์ เหล็ก คอนกรีต ต่อ ตร.ม.,,เหล็กปลอก RB6,,เส้น,55,70,,THB,55-70 บาท/เส้น,expert_manual,10,2026-04-09 10:27:20
105,117,construction_material,สูตรคำนวณวัสดุโครงสร้าง — ปูนซีเมนต์ เหล็ก คอนกรีต ต่อ ตร.ม.,สูตรคำนวณวัสดุโครงสร้าง — ปูนซีเมนต์ เหล็ก คอนกรีต ต่อ ตร.ม.,,เหล็กเสริม,,,,,120000,THB,"4.8 ตัน × 25,000 = 120,000 บาท",expert_manual,10,2026-04-09 10:27:20
10,2,interior_design,ราคาวัสดุก่อสร้าง 2026 — เหล็ก,ราคาวัสดุก่อสร้าง 2026 — เหล็ก,,เหล็กเส้นกลม (Round Bar) 6 มม.,,เมตร,28,32,,THB,28-32 บาท/เมตร,market_research_2026,9,2026-04-09 10:27:20
214,258,researcher,หาราคาเหล็กเส้นก่อสร้าง 2026,เหล็กและปริมาณ),,เหล็กเส้นกลม (Round Bar) 6 มม.,,เมตร,28,32,,THB,28-32 บาท/เมตร,autonomy,7,2026-04-09 10:27:20
12,2,interior_design,ราคาวัสดุก่อสร้าง 2026 — เหล็ก,ราคาวัสดุก่อสร้าง 2026 — เหล็ก,,เหล็กเส้นกลม 12 มม.,,เมตร,90,105,,THB,90-105 บาท/เมตร,market_research_2026,9,2026-04-09 10:27:20
11,2,interior_design,ราคาวัสดุก่อสร้าง 2026 — เหล็ก,ราคาวัสดุก่อสร้าง 2026 — เหล็ก,,เหล็กเส้นกลม 9 มม.,,เมตร,55,65,,THB,55-65 บาท/เมตร,market_research_2026,9,2026-04-09 10:27:20
215,258,researcher,หาราคาเหล็กเส้นก่อสร้าง 2026,เหล็กและปริมาณ),,เหล็กเส้นกลม 9 มม.,,"เมตร...""",55,65,,THB,"55-65 บาท/เมตร...""",autonomy,7,2026-04-09 10:27:20
226,270,researcher,"ซัพพลายเออร์เหล็ก — SSI, Tata, SYS","ซัพพลายเออร์เหล็ก — SSI, Tata, SYS",,เหล็กเส้นกลม 9 มม.,,เมตร,55,65,,THB,55 - 65 บาท/เมตร,autonomy,8,2026-04-09 10:27:20
17,2,interior_design,ราคาวัสดุก่อสร้าง 2026 — เหล็ก,ราคาวัสดุก่อสร้าง 2026 — เหล็ก,,เหล็กแผ่น 4 มม. (1.2x2.4 ม.),,แผ่น,1200,1400,,THB,"1,200-1,400 บาท/แผ่น",market_research_2026,9,2026-04-09 10:27:20
176,205,writer,เทคนิคเขียนใบเสนอราคาให้ปิดงาน,การระบุแบรนด์ช่วยลบข้อกังขาเรื่องการลดสเปก และการแยกค่าแรงช่วยให้ลูกค้ารู้สึกถึงความยุติธรรม,,แบบเดิม,,ตร.ม.,,,488,THB,งานก่อผนังอิฐมวลเบา = 488 บาท/ตร.ม.,autonomy,9,2026-04-09 10:27:20
177,205,writer,เทคนิคเขียนใบเสนอราคาให้ปิดงาน,งานระบบเป็นสิ่งที่ลูกค้ามองไม่เห็น ต้องเขียนให้เห็นถึงความปลอดภัยและความทนทาน,,แบบเดิม,,ชุด,,,6050,THB,"งานติดตั้งสุขภัณฑ์ = 6,050 บาท/ชุด",autonomy,9,2026-04-09 10:27:20
45,5,interior_design,ราคาวัสดุก่อสร้าง 2026 — ไม้และหิน,ราคาวัสดุก่อสร้าง 2026 — ไม้และหิน,,ไม้ยางพารา (ตร.ม.),,(แผ่นพื้น),800,1200,,THB,"800-1,200 บาท (แผ่นพื้น)",market_research_2026,8,2026-04-09 10:27:20
43,5,interior_design,ราคาวัสดุก่อสร้าง 2026 — ไม้และหิน,ราคาวัสดุก่อสร้าง 2026 — ไม้และหิน,,ไม้สัก 2x4 นิ้ว (เมตร),,,180,280,,THB,180-280 บาท,market_research_2026,8,2026-04-09 10:27:20
44,5,interior_design,ราคาวัสดุก่อสร้าง 2026 — ไม้และหิน,ราคาวัสดุก่อสร้าง 2026 — ไม้และหิน,,ไม้สัก 4x4 นิ้ว (เมตร),,,350,500,,THB,350-500 บาท,market_research_2026,8,2026-04-09 10:27:20
47,5,interior_design,ราคาวัสดุก่อสร้าง 2026 — ไม้และหิน,ราคาวัสดุก่อสร้าง 2026 — ไม้และหิน,,ไม้อัด 18 มม. (1.22x2.44 ม.),,แผ่น,550,750,,THB,550-750 บาท/แผ่น,market_research_2026,8,2026-04-09 10:27:20
157,183,estimator,งานบิ้วอิน — ตู้เสื้อผ้า+ตู้ครัว+TV wall+ชั้นวาง,งานบิ้วอิน — ตู้เสื้อผ้า+ตู้ครัว+TV wall+ชั้นวาง,,ไม้เคลือบเมลามีน (พร้อมใช้งาน),,แผ่น,750,1100,,THB,"750 - 1,100 บาท/แผ่น",autonomy,8,2026-04-09 10:27:20
106,117,construction_material,สูตรคำนวณวัสดุโครงสร้าง — ปูนซีเมนต์ เหล็ก คอนกรีต ต่อ ตร.ม.,สูตรคำนวณวัสดุโครงสร้าง — ปูนซีเมนต์ เหล็ก คอนกรีต ต่อ ตร.ม.,,ไม้แบบ/ค่าเข้าแบบ,,,,,40000,THB,"~40,000 บาท",expert_manual,10,2026-04-09 10:27:20
46,5,interior_design,ราคาวัสดุก่อสร้าง 2026 — ไม้และหิน,ราคาวัสดุก่อสร้าง 2026 — ไม้และหิน,,ไม้โอ๊ค (พื้น ตร.ม.),,,1500,3500,,THB,"1,500-3,500 บาท",market_research_2026,8,2026-04-09 10:27:20
